order_id,customer_id,restaurant_id,order_datetime,item_count,base_amount,discount_amount,tax_amount,delivery_fee,total_amount,delivery_time_min,order_status,payment_method,is_new_customer,customer_city,restaurant_city,rating_given
2477,609,258,2023-08-14 15:25:00,5,396.12,0,19.81,18.32,434.25,57,Delivered,Wallet,0,Mumbai,Kolkata,NULL
2478,2498,181,2023-01-09 10:41:00,7,336.92,0,16.85,52.76,406.53,65,Cancelled,UPI,0,Kolkata,Kolkata,NULL
2479,819,245,2023-05-13 10:28:00,8,1059.74,0,52.99,27.1,1139.83,75,Delivered,UPI,1,Lucknow,Lucknow,NULL
2480,630,185,2023-04-11 23:59:00,8,928.51,20,46.43,77.87,1032.81,58,Delivered,Card,0,Hyderabad,Hyderabad,NULL
2481,358,252,2023-11-01 15:37:00,7,595.92,75,29.8,38.14,588.86,64,Delivered,Wallet,1,Kolkata,Kolkata,4.1
2482,2000,379,2023-02-15 12:44:00,7,777.7,0,38.89,68.61,885.2,40,Delivered,Card,0,Bengaluru,Bengaluru,NULL
2483,1647,187,2023-12-03 12:36:00,4,354.24,0,17.71,70.89,442.84,33,Refunded,COD,0,Ahmedabad,Ahmedabad,NULL
2484,1889,284,2023-05-15 16:01:00,3,189.49,50,9.47,30.75,179.71,68,Delivered,Wallet,1,Jaipur,Jaipur,2.3
2485,918,425,2023-11-08 11:33:00,5,306.6,40,15.33,34.81,316.74,24,Delivered,Wallet,0,Ahmedabad,Ahmedabad,NULL
2486,2553,447,2023-12-08 15:21:00,3,287.55,40,14.38,53.67,315.6,43,Cancelled,Wallet,0,Delhi,Delhi,NULL
2487,2870,125,2023-08-12 13:00:00,3,949.2,0,47.46,56.67,1053.33,58,Cancelled,Card,0,Delhi,Delhi,NULL
2488,2445,119,2023-08-13 18:39:00,8,232.18,20,11.61,51.12,274.91,42,Delivered,COD,0,Hyderabad,Hyderabad,NULL
2489,2887,481,2023-12-07 14:54:00,8,407.37,30,20.37,62.91,460.65,63,Delivered,UPI,0,Hyderabad,Hyderabad,3.6
2490,773,159,2023-01-06 11:35:00,6,904.05,0,45.2,51.66,1000.91,53,Delivered,COD,0,Ahmedabad,Ahmedabad,NULL
2491,994,401,2023-06-29 22:01:00,6,706.37,0,35.32,60.18,801.87,40,Delivered,UPI,1,Lucknow,Kolkata,NULL
2492,1968,449,2023-12-15 23:26:00,8,762.1,30,38.11,31.41,801.62,36,Delivered,UPI,0,Delhi,Delhi,4.4
2493,261,158,2023-08-07 16:12:00,7,968.67,30,48.43,63.22,1050.32,44,Delivered,Card,0,Hyderabad,Bengaluru,4.5
2494,2249,407,2023-10-21 16:14:00,4,1148.89,0,57.44,19.17,1225.5,29,Delivered,COD,0,Chennai,Chennai,2.3
2495,1411,433,2023-06-26 10:11:00,4,643.72,20,32.19,69.68,725.59,55,Cancelled,COD,1,Ahmedabad,Mumbai,NULL
2496,1381,13,2023-01-26 15:10:00,2,768.31,0,38.42,43.34,850.07,40,Cancelled,UPI,1,Jaipur,Pune,NULL
2497,2887,470,2023-08-02 10:39:00,8,1053.44,50,52.67,30.3,1086.41,30,Delivered,Wallet,0,Hyderabad,Hyderabad,3.4
2498,111,287,2023-07-29 16:01:00,6,747.05,0,37.35,54.29,838.69,48,Delivered,COD,0,Mumbai,Hyderabad,3.3
2499,1041,430,2023-08-14 20:33:00,6,685.89,30,34.29,25.85,716.03,52,Delivered,Wallet,0,Lucknow,Lucknow,NULL
2500,2655,93,2023-05-06 11:51:00,5,1155.92,30,57.8,62.59,1246.31,70,Delivered,COD,1,Mumbai,Mumbai,4.5
2501,2345,323,2023-06-23 17:16:00,8,634.87,30,31.74,52.29,688.9,35,Delivered,Card,1,Delhi,Delhi,2.8
2502,342,368,2023-07-09 16:57:00,2,968.29,0,48.41,47.99,1064.69,55,Delivered,COD,0,Bengaluru,Bengaluru,4.6
2503,1005,258,2023-04-24 12:46:00,3,999.09,0,49.95,18.32,1067.36,60,Delivered,UPI,0,Kolkata,Kolkata,2.9
2504,496,433,2023-08-13 13:24:00,6,714.57,30,35.73,69.68,789.98,22,Delivered,UPI,0,Lucknow,Mumbai,4.8
2505,753,122,2023-03-06 23:42:00,8,231.4,0,11.57,34.27,277.24,32,Delivered,Card,0,Lucknow,Lucknow,NULL
2506,2951,207,2023-07-28 15:15:00,4,521.61,20,26.08,30.38,558.07,65,Delivered,COD,0,Jaipur,Chennai,NULL
2507,1126,331,2023-10-05 10:36:00,7,1197.33,0,59.87,26.82,1284.02,52,Delivered,UPI,0,Lucknow,Lucknow,NULL
2508,2799,475,2023-10-14 17:48:00,6,803.53,0,40.18,22.21,865.92,69,Delivered,COD,0,Jaipur,Jaipur,4.8
2509,2723,331,2023-10-29 17:29:00,4,747.53,20,37.38,26.82,791.73,75,Delivered,COD,0,Lucknow,Lucknow,4
2510,1691,188,2023-09-15 22:20:00,6,1174.17,0,58.71,31.09,1263.97,63,Delivered,Wallet,0,Pune,Lucknow,NULL
2511,1088,161,2023-03-13 19:25:00,3,1140.77,0,57.04,60.04,1257.85,63,Delivered,COD,0,Pune,Pune,NULL
2512,2984,342,2023-03-17 16:22:00,3,604.53,0,30.23,21.3,656.06,42,Delivered,Card,1,Mumbai,Mumbai,NULL
2513,973,12,2023-06-29 16:31:00,2,193.1,75,9.66,59.81,187.57,40,Delivered,COD,1,Jaipur,Jaipur,NULL
2514,2064,353,2023-02-16 21:56:00,8,844.24,30,42.21,54.82,911.27,20,Delivered,Wallet,0,Ahmedabad,Ahmedabad,NULL
2515,1622,432,2023-07-06 13:47:00,7,485.83,75,24.29,61.37,496.49,29,Delivered,Card,0,Delhi,Bengaluru,NULL
2516,649,223,2023-08-21 21:44:00,1,497.14,20,24.86,56.14,558.14,74,Delivered,COD,0,Delhi,Delhi,2.4
2517,1493,124,2023-07-18 18:15:00,8,963.9,0,48.19,37.55,1049.64,50,Cancelled,Wallet,1,Pune,Pune,NULL
2518,2692,382,2023-10-13 22:09:00,2,431.89,0,21.59,30.78,484.26,39,Delivered,COD,1,Delhi,Delhi,4.6
2519,2471,379,2023-04-09 19:02:00,6,693.15,0,34.66,68.61,796.42,46,Delivered,Card,0,Bengaluru,Bengaluru,4.8
2520,2516,261,2023-03-05 16:28:00,3,334.87,50,16.74,40.08,341.69,47,Delivered,COD,1,Jaipur,Jaipur,3.4
2521,477,478,2023-06-29 19:22:00,8,967.43,40,48.37,51.22,1027.02,38,Delivered,UPI,0,Pune,Bengaluru,NULL
2522,1660,491,2023-08-15 17:57:00,3,502.09,0,25.1,25.68,552.87,38,Delivered,Wallet,0,Ahmedabad,Ahmedabad,NULL
2523,2349,243,2023-11-11 21:32:00,2,147.85,40,7.39,57.39,172.63,71,Delivered,COD,1,Chennai,Chennai,3.5
2524,514,381,2023-08-30 20:09:00,1,688.51,0,34.43,50.03,772.97,38,Cancelled,UPI,0,Kolkata,Lucknow,NULL
2525,191,261,2023-01-31 22:29:00,5,746.24,0,37.31,40.08,823.63,45,Delivered,UPI,0,Jaipur,Jaipur,NULL
2526,1226,173,2023-06-25 20:23:00,7,1166.74,0,58.34,61.31,1286.39,34,Delivered,UPI,0,Delhi,Delhi,4
2527,1132,479,2023-01-22 23:53:00,5,482.57,30,24.13,13.15,489.85,22,Cancelled,Card,1,Lucknow,Lucknow,NULL
2528,548,159,2023-07-27 23:57:00,1,1121,50,56.05,51.66,1178.71,39,Delivered,Wallet,0,Ahmedabad,Ahmedabad,3.9
2529,1785,106,2023-11-29 23:32:00,1,1113.94,20,55.7,70.58,1220.22,70,Delivered,Card,0,Ahmedabad,Pune,3.5
2530,225,465,2023-06-05 15:20:00,2,643.27,20,32.16,14.7,670.13,35,Delivered,Wallet,0,Hyderabad,Chennai,NULL
2531,1975,434,2023-11-28 20:55:00,7,553.49,20,27.67,72.99,634.15,62,Delivered,UPI,0,Hyderabad,Hyderabad,2.6
2532,2590,296,2023-12-30 18:01:00,5,877.59,50,43.88,17.02,888.49,51,Delivered,Wallet,1,Hyderabad,Mumbai,3.7
2533,2212,451,2023-08-13 10:36:00,8,347.62,75,17.38,79.71,369.71,72,Delivered,UPI,0,Jaipur,Jaipur,NULL
2534,2742,256,2023-10-15 11:14:00,1,368.21,30,18.41,35.15,391.77,44,Delivered,Card,0,Jaipur,Ahmedabad,2.3
2535,2570,363,2023-05-14 16:24:00,3,519.27,20,25.96,12.55,537.78,27,Delivered,Wallet,1,Delhi,Delhi,3.3
2536,238,473,2023-08-20 16:11:00,3,969.56,40,48.48,12.98,991.02,51,Delivered,Wallet,0,Lucknow,Lucknow,3.7
2537,2862,277,2023-11-28 18:39:00,8,249.31,20,12.47,39.27,281.05,61,Delivered,Wallet,0,Ahmedabad,Ahmedabad,3.3
2538,307,72,2023-03-30 16:52:00,2,406.26,30,20.31,41.79,438.36,48,Delivered,COD,0,Mumbai,Pune,NULL
2539,2611,193,2023-02-23 15:11:00,7,402.13,40,20.11,36.39,418.63,63,Delivered,Card,0,Kolkata,Kolkata,NULL
2540,2648,201,2023-05-27 21:23:00,5,213.22,0,10.66,54.18,278.06,73,Delivered,COD,0,Chennai,Chennai,3.5
2541,2672,77,2023-03-11 10:38:00,4,995.43,20,49.77,30.37,1055.57,48,Delivered,COD,0,Kolkata,Jaipur,NULL
2542,1084,102,2023-03-30 23:30:00,7,122.63,75,6.13,65.01,118.77,38,Delivered,UPI,0,Mumbai,Mumbai,4.3
2543,2387,14,2023-03-29 16:44:00,2,325.56,20,16.28,71.04,392.88,38,Delivered,Wallet,0,Ahmedabad,Ahmedabad,2.6
2544,657,262,2023-08-09 21:09:00,2,344.45,30,17.22,15.78,347.45,27,Cancelled,Wallet,0,Kolkata,Lucknow,NULL
2545,602,352,2023-10-22 20:22:00,5,1124.11,40,56.21,18,1158.32,69,Delivered,COD,0,Lucknow,Kolkata,4.7
2546,2586,351,2023-02-01 18:57:00,5,819.01,0,40.95,14.51,874.47,64,Delivered,Card,0,Bengaluru,Bengaluru,2.6
2547,1440,447,2023-12-21 20:11:00,4,647.81,0,32.39,53.67,733.87,66,Delivered,Card,0,Delhi,Delhi,2.7
2548,2482,131,2023-07-29 12:28:00,8,1109.16,50,55.46,21.94,1136.56,48,Delivered,Wallet,0,Hyderabad,Hyderabad,NULL
2549,2366,329,2023-10-25 20:54:00,5,943.3,75,47.17,35.39,950.86,60,Delivered,Wallet,0,Bengaluru,Kolkata,3.7
2550,2021,231,2023-11-09 13:50:00,2,337.35,75,16.87,15.43,294.65,42,Delivered,COD,1,Kolkata,Kolkata,NULL
2551,2836,152,2023-07-26 16:32:00,5,886.06,0,44.3,14.52,944.88,63,Delivered,COD,0,Pune,Pune,NULL
2552,2113,319,2023-04-18 22:11:00,1,326.7,50,16.34,43.38,336.42,27,Cancelled,Card,0,Delhi,Delhi,NULL
2553,2300,448,2023-11-02 10:21:00,4,446.6,20,22.33,11.09,460.02,55,Delivered,Card,1,Bengaluru,Bengaluru,3
2554,419,82,2023-02-19 18:01:00,2,549.85,30,27.49,43.65,590.99,54,Delivered,Card,1,Mumbai,Delhi,2.2
2555,507,53,2023-11-02 13:32:00,6,1151.44,0,57.57,66.59,1275.6,27,Delivered,Card,0,Delhi,Delhi,2.3
2556,2714,423,2023-05-14 22:05:00,6,746.19,0,37.31,20.31,803.81,21,Delivered,COD,1,Chennai,Chennai,2.6
2557,2546,489,2023-06-30 10:18:00,7,160.9,0,8.05,39.93,208.88,46,Cancelled,Card,0,Hyderabad,Kolkata,NULL
2558,575,236,2023-09-11 18:40:00,3,276.18,40,13.81,22.65,272.64,26,Delivered,Card,0,Lucknow,Lucknow,NULL
2559,1420,341,2023-02-20 22:49:00,4,484.34,50,24.22,48.3,506.86,28,Delivered,Wallet,1,Ahmedabad,Ahmedabad,3.4
2560,1642,429,2023-10-25 17:59:00,1,546.26,0,27.31,72.65,646.22,22,Delivered,COD,0,Mumbai,Mumbai,4.9
2561,2032,97,2023-08-03 15:03:00,4,572.25,0,28.61,75.48,676.34,68,Delivered,Card,1,Pune,Pune,4.9
2562,412,366,2023-04-11 10:33:00,8,209.38,30,10.47,38.98,228.83,68,Delivered,UPI,1,Chennai,Chennai,4.7
2563,2278,283,2023-01-27 15:54:00,7,311.25,0,15.56,71.54,398.35,50,Delivered,Card,0,Delhi,Delhi,NULL
2564,67,79,2023-09-20 23:20:00,8,793.6,0,39.68,58.63,891.91,24,Delivered,COD,1,Hyderabad,Hyderabad,3
2565,2073,175,2023-11-02 22:52:00,4,306.75,75,15.34,24.07,271.16,62,Delivered,Wallet,1,Jaipur,Jaipur,3.8
2566,2876,110,2023-05-08 18:43:00,5,648.45,40,32.42,33.79,674.66,38,Delivered,UPI,0,Kolkata,Lucknow,2.9
2567,2852,87,2023-08-21 18:03:00,1,633.6,0,31.68,33.69,698.97,67,Refunded,COD,1,Chennai,Chennai,NULL
2568,2825,8,2023-11-03 23:33:00,4,636.28,40,31.81,28.18,656.27,43,Refunded,Wallet,0,Chennai,Chennai,NULL
2569,2874,76,2023-06-22 18:15:00,8,509.74,0,25.49,31.78,567.01,75,Delivered,COD,0,Chennai,Chennai,NULL
2570,2118,108,2023-04-07 11:28:00,3,222.59,0,11.13,63.91,297.63,70,Delivered,Wallet,0,Ahmedabad,Ahmedabad,NULL
2571,664,43,2023-04-09 13:15:00,2,990.68,40,49.53,29.13,1029.34,63,Delivered,COD,1,Ahmedabad,Ahmedabad,2.3
2572,1863,163,2023-02-16 19:43:00,4,1188.1,20,59.41,38.62,1266.13,40,Delivered,COD,1,Pune,Pune,4.9
2573,2945,477,2023-10-18 13:04:00,7,922.7,0,46.14,52.41,1021.25,68,Delivered,Card,1,Chennai,Chennai,2.9
2574,2954,284,2023-03-21 13:06:00,1,188.91,0,9.45,30.75,229.11,64,Delivered,Wallet,0,Kolkata,Jaipur,NULL
2575,177,88,2023-06-21 22:07:00,6,151.15,0,7.56,56.26,214.97,58,Cancelled,UPI,1,Hyderabad,Hyderabad,NULL
2576,1385,277,2023-06-20 16:49:00,8,981.76,20,49.09,39.27,1050.12,60,Delivered,COD,0,Lucknow,Ahmedabad,3.1
2577,697,19,2023-08-10 13:23:00,3,404.83,20,20.24,31.34,436.41,61,Cancelled,Card,0,Lucknow,Lucknow,NULL
2578,1336,315,2023-09-27 22:48:00,7,637.25,0,31.86,35.37,704.48,23,Delivered,Wallet,0,Lucknow,Hyderabad,2.9
2579,831,143,2023-04-09 15:56:00,8,595.52,30,29.78,51.99,647.29,25,Delivered,UPI,0,Mumbai,Mumbai,3
2580,1072,268,2023-09-11 23:43:00,8,869.63,40,43.48,55.07,928.18,30,Delivered,UPI,0,Hyderabad,Hyderabad,4.7
2581,593,136,2023-09-26 19:51:00,2,553.13,20,27.66,11.96,572.75,26,Delivered,UPI,0,Hyderabad,Hyderabad,NULL
2582,744,430,2023-05-13 12:46:00,5,245.29,30,12.26,25.85,253.4,64,Delivered,Wallet,0,Lucknow,Lucknow,NULL
2583,526,412,2023-08-14 13:04:00,4,599.16,75,29.96,25.84,579.96,73,Cancelled,Wallet,1,Kolkata,Delhi,NULL
2584,46,431,2023-01-01 20:26:00,7,764.88,30,38.24,44.66,817.78,40,Delivered,Wallet,0,Mumbai,Lucknow,NULL
2585,557,441,2023-01-04 11:41:00,2,1127.79,50,56.39,20.35,1154.53,25,Delivered,COD,1,Kolkata,Kolkata,NULL
2586,1494,55,2023-02-23 20:08:00,8,350.27,20,17.51,17.77,365.55,74,Delivered,UPI,0,Lucknow,Lucknow,2.7
2587,1458,234,2023-10-28 16:22:00,7,400.29,0,20.01,22.3,442.6,24,Delivered,Wallet,1,Mumbai,Mumbai,3.2
2588,544,488,2023-08-13 18:52:00,3,1039.94,0,52,45.06,1137,27,Delivered,Wallet,1,Jaipur,Jaipur,NULL
2589,2247,214,2023-12-05 21:53:00,2,1023.11,30,51.16,44.25,1088.52,50,Delivered,Wallet,0,Ahmedabad,Ahmedabad,NULL
2590,962,223,2023-09-28 12:08:00,4,1148.52,0,57.43,56.14,1262.09,61,Delivered,Wallet,1,Delhi,Delhi,2.2
2591,1005,108,2023-05-14 16:03:00,4,680,40,34,63.91,737.91,26,Delivered,Wallet,0,Kolkata,Ahmedabad,4.8
2592,2668,456,2023-06-13 12:04:00,8,429.55,30,21.48,64.77,485.8,40,Delivered,Card,1,Mumbai,Mumbai,4.6
2593,673,470,2023-06-11 10:27:00,1,961.46,30,48.07,30.3,1009.83,26,Delivered,Card,0,Hyderabad,Hyderabad,NULL
2594,1414,310,2023-04-25 20:43:00,5,812.03,20,40.6,79.63,912.26,60,Delivered,UPI,0,Mumbai,Mumbai,4.5
2595,260,191,2023-09-05 18:27:00,6,609.1,50,30.45,60.34,649.89,23,Delivered,Card,0,Delhi,Delhi,4.1
2596,786,369,2023-05-23 20:18:00,8,450.96,75,22.55,79.68,478.19,35,Delivered,Card,0,Pune,Pune,NULL
2597,2369,355,2023-11-08 17:15:00,7,939.78,75,46.99,76.69,988.46,22,Delivered,COD,0,Kolkata,Kolkata,4.5
2598,1885,46,2023-05-04 11:42:00,8,980.78,40,49.04,71.88,1061.7,23,Delivered,UPI,0,Jaipur,Jaipur,2.1
2599,724,329,2023-03-01 18:20:00,7,721.57,75,36.08,35.39,718.04,37,Delivered,Wallet,1,Delhi,Kolkata,4.2
2600,1345,9,2023-07-01 10:38:00,6,641.74,0,32.09,41.41,715.24,52,Delivered,Wallet,0,Jaipur,Jaipur,3.2
2601,1418,375,2023-04-16 21:56:00,3,431.06,50,21.55,20.74,423.35,60,Delivered,Wallet,0,Pune,Pune,4.1
2602,1352,433,2023-11-22 23:59:00,7,311.7,75,15.59,69.68,321.97,52,Delivered,UPI,0,Chennai,Mumbai,4.2
2603,797,469,2023-07-21 18:51:00,4,216.15,0,10.81,19.92,246.88,29,Refunded,UPI,0,Lucknow,Lucknow,NULL
2604,1298,206,2023-11-05 12:56:00,3,960.79,0,48.04,69.49,1078.32,33,Delivered,UPI,1,Hyderabad,Hyderabad,3.5
2605,11,347,2023-12-20 21:53:00,4,680.63,40,34.03,53.44,728.1,68,Cancelled,UPI,0,Pune,Pune,NULL
2606,916,414,2023-12-25 11:16:00,2,324.64,0,16.23,58.15,399.02,51,Delivered,COD,1,Delhi,Delhi,4
2607,1826,58,2023-09-08 23:16:00,3,1100.86,0,55.04,23.43,1179.33,63,Cancelled,Card,1,Bengaluru,Bengaluru,NULL
2608,1438,315,2023-01-18 17:38:00,4,1088.09,30,54.4,35.37,1147.86,27,Delivered,COD,1,Hyderabad,Hyderabad,NULL
2609,2467,158,2023-06-25 10:55:00,6,1196.08,0,59.8,63.22,1319.1,62,Refunded,Wallet,1,Bengaluru,Bengaluru,NULL
2610,2979,75,2023-11-25 22:58:00,1,1052.6,40,52.63,14.23,1079.46,42,Delivered,COD,0,Mumbai,Lucknow,NULL
2611,1570,95,2023-04-25 16:18:00,3,647.65,75,32.38,54.67,659.7,57,Delivered,Card,1,Jaipur,Jaipur,NULL
2612,756,289,2023-12-15 22:57:00,2,257.87,0,12.89,67.68,338.44,25,Delivered,UPI,1,Lucknow,Lucknow,NULL
2613,813,320,2023-12-02 13:03:00,2,151.73,40,7.59,27.15,146.47,32,Delivered,UPI,1,Lucknow,Lucknow,4.9
2614,1266,185,2023-09-26 23:49:00,5,888.38,0,44.42,77.87,1010.67,30,Delivered,Card,1,Hyderabad,Hyderabad,NULL
2615,2529,215,2023-10-13 17:50:00,4,685.62,40,34.28,29.16,709.06,65,Cancelled,COD,1,Mumbai,Jaipur,NULL
2616,283,401,2023-10-22 14:13:00,2,388.44,0,19.42,60.18,468.04,53,Refunded,COD,0,Ahmedabad,Kolkata,NULL
2617,1046,300,2023-11-13 12:07:00,4,1145.85,0,57.29,67.08,1270.22,47,Delivered,Card,1,Mumbai,Mumbai,NULL
2618,2828,185,2023-11-13 22:38:00,4,602.08,40,30.1,77.87,670.05,26,Delivered,UPI,0,Hyderabad,Hyderabad,NULL
2619,2239,460,2023-11-03 18:35:00,4,703.54,20,35.18,13.75,732.47,48,Delivered,COD,0,Lucknow,Lucknow,NULL
2620,884,141,2023-02-19 13:50:00,4,601.02,30,30.05,55.5,656.57,56,Delivered,Card,0,Delhi,Delhi,2.9
2621,2850,385,2023-09-07 10:00:00,6,1106.87,40,55.34,73.89,1196.1,40,Delivered,Card,0,Chennai,Chennai,NULL
2622,2999,6,2023-02-21 20:07:00,1,841.17,0,42.06,46.49,929.72,56,Delivered,Card,0,Bengaluru,Bengaluru,4.4
2623,1219,157,2023-10-01 14:31:00,8,758.88,0,37.94,37.88,834.7,41,Delivered,Wallet,1,Hyderabad,Hyderabad,3.1
2624,1997,136,2023-02-21 15:56:00,4,353.67,0,17.68,11.96,383.31,48,Delivered,COD,0,Jaipur,Hyderabad,NULL
2625,2334,126,2023-11-27 20:44:00,7,350.22,20,17.51,79.67,427.4,25,Delivered,UPI,0,Mumbai,Mumbai,NULL
2626,205,372,2023-10-30 15:21:00,4,147.61,20,7.38,23.69,158.68,51,Delivered,UPI,0,Delhi,Pune,2.2
2627,2199,252,2023-11-15 11:29:00,1,955.87,20,47.79,38.14,1021.8,51,Delivered,Card,1,Kolkata,Kolkata,3.6
2628,1451,318,2023-01-27 10:18:00,6,678.75,0,33.94,36.42,749.11,50,Delivered,UPI,0,Hyderabad,Hyderabad,NULL
2629,1092,322,2023-12-21 14:08:00,5,586.13,30,29.31,64.7,650.14,50,Delivered,Wallet,0,Jaipur,Jaipur,NULL
2630,1272,351,2023-08-06 15:53:00,3,741.58,0,37.08,14.51,793.17,41,Delivered,Card,0,Bengaluru,Bengaluru,NULL
2631,2776,103,2023-11-22 11:08:00,1,999.6,0,49.98,33.36,1082.94,67,Delivered,Wallet,0,Hyderabad,Hyderabad,NULL
2632,1254,114,2023-01-12 23:14:00,6,870.95,40,43.55,12.24,886.74,20,Cancelled,UPI,0,Lucknow,Lucknow,NULL
2633,2397,309,2023-08-01 18:55:00,5,419.89,50,20.99,67.03,457.91,40,Refunded,COD,0,Hyderabad,Bengaluru,NULL
2634,1797,55,2023-10-03 22:05:00,8,404.62,0,20.23,17.77,442.62,22,Refunded,Wallet,1,Kolkata,Lucknow,NULL
2635,1875,296,2023-07-05 11:57:00,6,1117.1,40,55.86,17.02,1149.98,46,Delivered,Wallet,1,Bengaluru,Mumbai,NULL
2636,1475,395,2023-07-21 20:31:00,6,769.53,20,38.48,76.76,864.77,22,Cancelled,UPI,1,Mumbai,Mumbai,NULL
2637,68,469,2023-11-18 11:19:00,1,497.04,0,24.85,19.92,541.81,44,Delivered,UPI,0,Delhi,Lucknow,NULL
2638,383,401,2023-05-20 16:22:00,5,680.68,0,34.03,60.18,774.89,23,Delivered,Wallet,1,Ahmedabad,Kolkata,3.2
2639,2015,341,2023-05-09 19:29:00,7,690.7,20,34.53,48.3,753.53,38,Delivered,COD,0,Kolkata,Ahmedabad,2.1
2640,32,76,2023-10-10 19:38:00,3,1048.45,50,52.42,31.78,1082.65,47,Delivered,COD,0,Chennai,Chennai,2.6
2641,1152,438,2023-08-29 19:21:00,2,216.31,0,10.82,64.27,291.4,30,Delivered,UPI,0,Chennai,Chennai,2.5
2642,2378,31,2023-01-31 18:43:00,2,517.59,40,25.88,51.22,554.69,58,Delivered,Card,1,Lucknow,Lucknow,NULL
2643,2435,177,2023-02-06 22:31:00,5,196.85,50,9.84,14.5,171.19,63,Delivered,COD,0,Bengaluru,Bengaluru,NULL
2644,1783,46,2023-04-07 23:49:00,2,795.91,20,39.8,71.88,887.59,69,Delivered,Card,1,Jaipur,Jaipur,3.4
2645,2927,308,2023-06-07 16:06:00,7,670.69,30,33.53,65.22,739.44,37,Delivered,COD,1,Chennai,Chennai,NULL
2646,1236,450,2023-11-07 22:11:00,5,857.84,0,42.89,71.51,972.24,62,Delivered,Card,0,Pune,Pune,NULL
2647,1192,353,2023-05-04 23:28:00,3,413.6,30,20.68,54.82,459.1,69,Delivered,Card,0,Delhi,Ahmedabad,4.2
2648,739,52,2023-02-17 21:54:00,5,1108.68,30,55.43,10.66,1144.77,53,Cancelled,Wallet,1,Jaipur,Delhi,NULL
2649,1952,240,2023-12-05 14:24:00,6,1038.79,30,51.94,46.44,1107.17,45,Delivered,Card,0,Kolkata,Kolkata,4.2
2650,1384,130,2023-09-11 18:01:00,8,932.1,75,46.6,48.39,952.09,45,Delivered,COD,0,Pune,Bengaluru,3.7
2651,483,239,2023-08-20 18:02:00,6,388.09,0,19.4,40.73,448.22,42,Delivered,UPI,0,Mumbai,Kolkata,3.3
2652,316,93,2023-10-20 17:19:00,8,590.03,75,29.5,62.59,607.12,47,Delivered,COD,0,Hyderabad,Mumbai,NULL
2653,1340,78,2023-03-03 19:12:00,6,296.78,30,14.84,39.54,321.16,28,Delivered,Card,1,Delhi,Delhi,3.7
2654,2653,79,2023-01-08 18:50:00,6,574.1,75,28.7,58.63,586.43,40,Delivered,UPI,0,Pune,Hyderabad,NULL
2655,2296,122,2023-04-19 22:57:00,7,643.73,30,32.19,34.27,680.19,74,Delivered,COD,0,Lucknow,Lucknow,4.5
2656,683,46,2023-01-18 15:51:00,8,1033.54,75,51.68,71.88,1082.1,23,Delivered,Wallet,0,Jaipur,Jaipur,NULL
2657,2581,474,2023-07-04 15:18:00,5,787.12,0,39.36,35.04,861.52,60,Delivered,Wallet,0,Kolkata,Kolkata,3.1
2658,685,495,2023-04-21 17:16:00,5,1128.5,30,56.42,19.75,1174.67,42,Delivered,Wallet,0,Bengaluru,Delhi,NULL
2659,951,274,2023-12-11 16:13:00,4,1014.32,30,50.72,24.7,1059.74,31,Delivered,Wallet,1,Lucknow,Lucknow,3
2660,944,37,2023-01-06 20:28:00,3,628.05,75,31.4,44.51,628.96,28,Delivered,Card,0,Chennai,Chennai,4
2661,1944,104,2023-09-12 10:45:00,5,1028.82,0,51.44,79.89,1160.15,67,Cancelled,COD,0,Kolkata,Kolkata,NULL
2662,2186,376,2023-07-29 16:51:00,1,971,0,48.55,26.93,1046.48,69,Delivered,Wallet,1,Kolkata,Kolkata,4.7
2663,1630,138,2023-05-27 13:44:00,6,169.88,75,8.49,32.59,135.96,58,Delivered,UPI,0,Bengaluru,Bengaluru,3.5
2664,392,182,2023-12-15 18:16:00,3,420.45,0,21.02,60.77,502.24,46,Refunded,UPI,0,Lucknow,Kolkata,NULL
2665,427,232,2023-12-15 16:37:00,6,143.44,75,7.17,54.81,130.42,71,Delivered,Card,0,Mumbai,Mumbai,3.8
2666,328,44,2023-11-10 17:33:00,1,638.79,0,31.94,13.18,683.91,33,Delivered,UPI,1,Chennai,Chennai,2.6
2667,2926,139,2023-06-07 23:47:00,1,272.73,75,13.64,18.46,229.83,39,Delivered,COD,0,Pune,Hyderabad,NULL
2668,1787,284,2023-05-23 19:18:00,2,716.38,0,35.82,30.75,782.95,64,Delivered,Wallet,0,Ahmedabad,Jaipur,NULL
2669,488,477,2023-12-22 12:36:00,5,574.17,30,28.71,52.41,625.29,22,Delivered,UPI,0,Chennai,Chennai,5
2670,2172,345,2023-05-15 16:58:00,6,757.33,0,37.87,38.07,833.27,25,Delivered,UPI,0,Lucknow,Bengaluru,NULL
2671,476,211,2023-01-31 15:38:00,7,1182.57,50,59.13,53.89,1245.59,61,Delivered,Card,1,Mumbai,Mumbai,NULL
2672,2585,85,2023-04-07 18:43:00,4,898.69,40,44.93,22.19,925.81,75,Delivered,Wallet,0,Lucknow,Lucknow,2.9
2673,1219,131,2023-09-03 13:19:00,6,178.01,20,8.9,21.94,188.85,20,Delivered,Card,0,Hyderabad,Hyderabad,2.4
2674,2908,365,2023-08-21 19:13:00,2,553.11,40,27.66,31.14,571.91,22,Cancelled,Wallet,0,Delhi,Hyderabad,NULL
